fire_name,centroid_lat,centroid_lon,asset_weight,fetch_radius_m,amenity,building,landuse
ALMEDA DRIVE,42.329332704822306,-122.87439066659682,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.329452849999996,-122.87447795,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32953664487981,-122.874762629601,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32980379909832,-122.87490529831202,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.32991631059675,-122.87457116690555,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.330096160119034,-122.87281447100021,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33020668386198,-122.87292049601312,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32912405293927,-122.87264214262879,2.0,37100.0,restaurant,commercial,
ALMEDA DRIVE,42.32821263818347,-122.87289949016362,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32869168406515,-122.87206649958178,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32907656547072,-122.87121500643713,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.329414915269545,-122.87066781580745,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32993141129789,-122.87050631658975,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.328173489832984,-122.87080749281826,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32805518551131,-122.870714342663,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32802890275652,-122.87028321858969,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32777284571063,-122.87035697390183,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.327948580664575,-122.8700016745017,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.327834850856505,-122.87020936804569,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32760948746876,-122.87095262678909,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32711117768384,-122.87169520096334,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32707001299548,-122.87176770851826,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32695432744219,-122.87198580029474,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32698203940999,-122.8722534657541,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32685007377289,-122.87213577936339,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.326787827524,-122.87225060260957,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32718546538198,-122.87247612098396,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32735616173514,-122.87261758735676,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.327363799850545,-122.87013722519116,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32712462805181,-122.87012923450014,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32600798934209,-122.8725730593515,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32622472361974,-122.87238286213135,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32617161934851,-122.87215044368023,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.325818470893175,-122.87190633374261,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32553510029792,-122.87220020316813,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32724597002946,-122.86990436883374,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.326382730692416,-122.87298291470586,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32650425113465,-122.87315218441461,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32860635,-122.87098925000002,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32049375641338,-122.86765077058261,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32042989549817,-122.86877747772596,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.320681952103094,-122.86911721200293,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.32054859711163,-122.8694174505464,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.321058817842086,-122.86935650195288,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.32155551954978,-122.86974014767608,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.321405454632455,-122.87021069508299,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.321983365007384,-122.87042106245082,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.322353874430135,-122.86978497674659,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.322418407957954,-122.86922445705927,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32154626448708,-122.86838341781353,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31956035630097,-122.8692479121268,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31874701382248,-122.86853851226775,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31832577932811,-122.86910931426452,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.317954672117736,-122.86876081153777,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.3189976872753,-122.86975558419006,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31952027667903,-122.87023206994297,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31774190783998,-122.86757070839903,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.316686555416666,-122.86653277248654,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31711277501985,-122.8669155596687,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.317230767875685,-122.86590994363662,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31815974101102,-122.86651147770326,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.3182427939663,-122.867021726192,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.318821488478655,-122.86713707276161,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.319313537054306,-122.8675063141024,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31908466931127,-122.8679362593488,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.319080045316426,-122.86730802346764,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.316355956205804,-122.86725976890882,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31669906740807,-122.86756827153975,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31709169677555,-122.867907606435,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31743322437004,-122.86829312508128,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.317690603998884,-122.86843553986834,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31619786504204,-122.86592894965895,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.31223201191271,-122.86421570142694,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.312194579151665,-122.86514603385842,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.312508590935025,-122.8659650002574,2.0,37100.0,doctors,commercial,
ALMEDA DRIVE,42.314118041253465,-122.86198810861926,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3139416885768,-122.86172812135055,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31365620037986,-122.86160118025349,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.310786997409956,-122.8635671552928,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.30805680112992,-122.86252132397087,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.30671809556547,-122.86202805559535,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.309038853379896,-122.8539825957218,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31126924622575,-122.85157221776048,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.311187848058076,-122.8531111457167,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.310977960167385,-122.85363389164223,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31163480496464,-122.85396081701236,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3125722,-122.8552037,2.0,37100.0,restaurant,commercial,
ALMEDA DRIVE,42.31286119884644,-122.85552643294167,2.0,37100.0,dentist,commercial,
ALMEDA DRIVE,42.31330684369649,-122.8538256552896,8.0,37100.0,school,yes,
ALMEDA DRIVE,42.30887800575144,-122.85180686084747,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.30931177982284,-122.85155502042547,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.309917635738024,-122.85090157508846,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.318793102613355,-122.83202903730844,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31870975772473,-122.83222442101405,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31877851009288,-122.8325945776682,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31565907724863,-122.83172450847128,2.0,37100.0,doctors,commercial,
ALMEDA DRIVE,42.31490947854909,-122.83320607125985,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.315009601181366,-122.83443894254324,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31563237095171,-122.83461386323967,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31542110188299,-122.83221415785084,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3162283997501,-122.83453044704706,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.315750142007374,-122.83667158721288,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31622209706224,-122.83673679680605,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.315515281514934,-122.83602763611532,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.315705807170545,-122.83603365996436,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31674376584435,-122.83663198587554,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31697422452068,-122.83674282289141,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31691353869022,-122.83637065535551,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.317044671179794,-122.83606223582979,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31720547142094,-122.83668910511562,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31728255831776,-122.83619408655161,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31734308572715,-122.83668754290392,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31751322331621,-122.83663179322845,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.317638631653345,-122.83644691145356,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31761784172042,-122.83600568332119,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31768319089772,-122.8367509866479,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.3171961722866,-122.83633676669822,4.0,37100.0,,,residential
ALMEDA DRIVE,42.3145082468223,-122.8315366442536,2.0,37100.0,social_facility,commercial,
ALMEDA DRIVE,42.31441931624456,-122.83070746755709,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3148924839745,-122.83095788131678,2.0,37100.0,doctors,commercial,
ALMEDA DRIVE,42.314259192759586,-122.82953913651505,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31453645776137,-122.82976961459337,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31528152002478,-122.82964164530128,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31561575201857,-122.83080756724571,2.0,37100.0,doctors,commercial,
ALMEDA DRIVE,42.31605718377524,-122.82969707635635,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31614376467299,-122.82961195427403,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31496400316195,-122.82849454179716,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.314201615104224,-122.82828483944387,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31544428519641,-122.82827799869527,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31584337202798,-122.82837397729423,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3162222186198,-122.82844525946317,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31701217770669,-122.82784706396572,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3176696358855,-122.82795002384685,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31757897531973,-122.8266392852766,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31825885738943,-122.82775743702139,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.318284650949494,-122.82703929732644,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.315162658543784,-122.82721925114028,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31488697888278,-122.82730809706304,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31509173565382,-122.82750139325033,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31569259650068,-122.82774555497724,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.315908638305906,-122.82767281759257,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.315709892429894,-122.82758731369309,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31626146567171,-122.82749419362702,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31582683187739,-122.82740160977775,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31577533312814,-122.82719043397827,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.315794738177246,-122.82698054659258,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.315566380807965,-122.82728167292584,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.315435145764766,-122.82729630203679,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31541828825786,-122.82650402018898,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31579450069503,-122.82655220651958,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31633852291088,-122.82629071602572,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31599299536969,-122.82625261949183,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31553559840671,-122.82622985150684,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31528625756662,-122.82622916832968,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31511506169111,-122.82640474506502,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.314911087326394,-122.8263882280266,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31627215278261,-122.82705848742513,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31541754921343,-122.82696821828719,4.0,37100.0,,,residential
ALMEDA DRIVE,42.31522254845021,-122.82395965432343,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31917453665499,-122.82837130571475,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31949122291411,-122.82837885158102,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31879950943632,-122.8280525612428,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31881643842463,-122.82755188083227,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31885996197227,-122.82730741819695,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.318814513916756,-122.82686457538674,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.319175731056454,-122.82695457665076,2.0,37100.0,dentist,commercial,
ALMEDA DRIVE,42.31913714111442,-122.826311149366,2.0,37100.0,dentist,commercial,
ALMEDA DRIVE,42.31957234188916,-122.8267769262751,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31960938919197,-122.82727047389136,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31994938483601,-122.8285554433414,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.319952710962,-122.82937191229252,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31978934684626,-122.82630220997358,2.0,37100.0,doctors,commercial,
ALMEDA DRIVE,42.31997311345599,-122.82697283052065,2.0,37100.0,dentist,commercial,
ALMEDA DRIVE,42.31799949377817,-122.82391469655131,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31424784889446,-122.82533869505339,2.0,37100.0,dentist,commercial,
ALMEDA DRIVE,42.314376523721634,-122.82589495599913,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31453321354191,-122.8259771589741,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31385598213199,-122.82581911232302,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31423454408807,-122.82475076596612,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31384913093852,-122.82518310637508,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.313731235135286,-122.82458624307897,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31416477404765,-122.82424726939357,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31368657822211,-122.82387111310523,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31365900127831,-122.82343888732488,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31298066175434,-122.8239753500128,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.314215751260136,-122.82339158803708,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.314674430213174,-122.82285808480242,2.0,37100.0,dentist,commercial,
ALMEDA DRIVE,42.31513988805704,-122.82286260980842,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31541820926031,-122.82284239854042,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.315858294193,-122.82284189799834,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.316090924862245,-122.82281513887968,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31656205982942,-122.8228024921858,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.317097536521786,-122.82275315536405,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.312108126425095,-122.82353128831886,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3123783725191,-122.82414212136365,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31237663981088,-122.82460192358876,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.312287875528405,-122.82526162570558,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31224509706036,-122.82563978225203,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31274437235045,-122.82564001095416,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31275283271231,-122.82533682597746,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31274892368314,-122.82504736067773,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31325902293095,-122.82494067172416,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31325821612335,-122.82544271432332,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.3132533908189,-122.82582962734175,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31198533113434,-122.82456724711189,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31198116712545,-122.82419187775618,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31198457104706,-122.82556254503794,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31167439272168,-122.82347397136868,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.31005810926908,-122.82539564459108,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.309340088673686,-122.82578191583549,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.30969170095691,-122.82576196140897,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.309743143172064,-122.81415805231599,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.310048058057944,-122.81425539635647,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31063518759575,-122.81438456809902,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31093548169052,-122.81439524001381,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31113498917321,-122.81493942267059,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.31088341727325,-122.81492710415621,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.310528942336134,-122.81494395367876,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.310245401554646,-122.81498321507833,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.309946255714415,-122.81491825083404,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.309624061498766,-122.8149929407958,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.309633390487775,-122.81467843799352,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.310339266533454,-122.81428625744887,5.0,37100.0,,apartments,
ALMEDA DRIVE,42.32666689253039,-122.87269860605896,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33014477021994,-122.87613244526099,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32982730000001,-122.87588190000001,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33070133112376,-122.87418824048586,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33078767067831,-122.87292302087874,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33066208873952,-122.87197656808968,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33074077996821,-122.87175716825251,2.0,37100.0,fast_food,commercial,
ALMEDA DRIVE,42.331463603143504,-122.87229955360071,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33144939218318,-122.87313656976207,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.331439982224325,-122.87347277168179,2.0,37100.0,restaurant,commercial,
ALMEDA DRIVE,42.331713097561,-122.8730895695373,2.0,37100.0,restaurant,commercial,
ALMEDA DRIVE,42.33271924548303,-122.87244048392219,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.332379980683534,-122.87277354179174,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33252049067276,-122.87245909326128,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33262494610542,-122.87312448874862,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3323417,-122.87183075,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33285711558578,-122.87194452314087,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33142673107892,-122.87464948439792,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33168602503835,-122.87467231175403,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33132211390171,-122.87493868983476,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33129893351798,-122.87526105525959,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33192806905382,-122.87326349757564,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33181212331931,-122.87328525880544,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.331717891394845,-122.87341824588212,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3317329709452,-122.87360231517312,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3313115009439,-122.87562643526846,2.0,37100.0,restaurant,commercial,
ALMEDA DRIVE,42.33189752639767,-122.87640767876711,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33233710902515,-122.87629796663569,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.331923134121105,-122.8777822430542,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33164699242925,-122.8774491884692,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.331357640098375,-122.87722705228033,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33134713191219,-122.877703630456,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33085189445968,-122.87669837784073,2.0,37100.0,fuel,commercial,
ALMEDA DRIVE,42.33065847717601,-122.87651248496097,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3308524145709,-122.87721162925298,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.330279752283005,-122.8760320149575,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33036357782121,-122.87529973795313,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33040442427529,-122.8774172730975,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.330701947626686,-122.87758460306009,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32994964096299,-122.87790619808756,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32907870804042,-122.87801387044293,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32885869909504,-122.87765371498301,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32879315968939,-122.87775187197794,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3287878480458,-122.87792211443174,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.32776550727316,-122.8773092999206,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.329621832329295,-122.87844429095438,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33011359822654,-122.87894334428199,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33135019529759,-122.87891090918052,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.331483209872495,-122.87938835530612,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33243652684161,-122.87923171873976,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33425165670924,-122.88083800604431,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33370691106596,-122.88210082217208,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33391685931012,-122.88190021217383,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.333704825168724,-122.88139784653562,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.334213369624536,-122.88203841596882,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33252620391741,-122.87852960225979,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33509764941615,-122.88347973970399,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33464654631464,-122.88282330420179,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.334166599999996,-122.88450870000001,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.334171388074104,-122.88052878905683,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.334501874228586,-122.88082627849491,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33479979532973,-122.88108698540407,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33399433124485,-122.88006135025228,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33465095696746,-122.88038131826279,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33490493567137,-122.88072094182719,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33521970470023,-122.88281317624214,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33592110027474,-122.88177828032691,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33606698953997,-122.88222447249846,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33631903301279,-122.88095049161652,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.3378252348529,-122.88264672893453,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33807575,-122.88286464999999,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33794073370568,-122.8813791330787,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.339080258266,-122.88169037876013,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33737337222189,-122.88095852467367,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33674021847752,-122.88132364658514,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33766662669178,-122.88135143070899,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33783062281675,-122.88084964099173,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.33884785,-122.88256899999999,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.33869705066927,-122.88433171497259,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.34028771833835,-122.88077197305397,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.34022385493877,-122.87918704354512,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.34091883088813,-122.8800412328335,2.0,37100.0,restaurant,commercial,
ALMEDA DRIVE,42.340924021685936,-122.87947152119376,2.0,37100.0,restaurant,commercial,
ALMEDA DRIVE,42.34089516129006,-122.87899927128865,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.34027529240604,-122.88029232405219,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.343050269756645,-122.87992007098585,1.5,37100.0,,industrial,
ALMEDA DRIVE,42.342853724930315,-122.87914304484755,1.5,37100.0,bar,industrial,
ALMEDA DRIVE,42.34249884662586,-122.87887899892392,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.34208777508048,-122.87959601966145,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.341672785362896,-122.87961299916819,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.34224374079273,-122.87883037852428,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.34137630962645,-122.88362364555603,2.0,37100.0,,commercial,
ALMEDA DRIVE,42.342898753229065,-122.8832849723687,2.0,37100.0,,commercial,
